"","no","peakTime","peak","baseline1","baseline2","baseline","amplitude","relAmp","percDiff","duration","irradGain","relIrrad","irradTot","baselineTime1","baselineTime2","symmetry","z","timeInterval"
"2972",2972,140266,213.22,482.37,363.73,423.05,209.83,209.83,0.496,46,-6405.42877641509,-6405.42877641509,13477.9907037736,140250,140296,"symmetric","1402661",52
"1145",1145,52389,237.72,1379.92,630.81,1005.365,767.64,767.645,0.7635,45,-22889.2564018868,-22889.2564018868,23357.7438962264,52364,52409,"symmetric","523891",32
"1788",1788,85891,371.67,674.48,437.7,556.09,184.42,184.42,0.3316,45,-535.408233962266,-535.408233962266,25044.7210471698,85851,85896,"symmetric","858911",804
"1904",1904,93083,140.82,260.21,173.27,216.74,75.92,75.92,0.3503,45,-1560.19357358491,-1560.19357358491,8409.9708,93048,93093,"symmetric","930831",135
"116",116,4065,191.18,453.36,274.91,364.135,172.95,172.955,0.475,44,-4050.37050283019,-4050.37050283019,12335.6861150943,4038,4082,"symmetric","40651",43
"565",565,24586,180.8,412.37,319.78,366.075,185.27,185.275,0.5061,44,-3263.24113301887,-3263.24113301887,13210.0051075472,24556,24600,"symmetric","245861",34
"610",610,26473,107.83,677.19,148.01,677.19,569.36,569.36,0.8408,44,-7290.09677886793,-7290.09677886793,11276.77824,26437,26481,"asymmetric","264731",75
"1625",1625,79689,21.78,37.31,123.52,123.52,101.74,101.74,0.8237,44,-1491.29090150943,-1491.29090150943,2127.28544660377,79678,79722,"asymmetric","796891",41
"2014",2014,97004,41.38,446.33,333.48,389.905,348.52,348.525,0.8939,44,-8503.31010226415,-8503.31010226415,9042.33907698113,96982,97026,"symmetric","970041",37
"2314",2314,113390,7.74,18.82,13.01,15.915,8.17,8.175,0.5134,44,-226.156477584906,-226.156477584906,489.897124301887,113371,113415,"symmetric","1133901",173
"2843",2843,135514,9.36,57.26,24.7,40.98,31.62,31.62,0.7716,44,-782.659419962264,-782.659419962264,1061.31069984906,135489,135533,"symmetric","1355141",96
"1939",1939,94680,190.47,980.82,936.21,958.515,768.05,768.045,0.8013,43,-20013.1617396226,-20013.1617396226,22161.3904188679,94664,94707,"symmetric","946801",26
"2915",2915,137528,148.18,435.39,171.23,435.39,287.21,287.21,0.6597,43,-3970.42903018868,-3970.42903018868,9375.15314716981,137492,137535,"asymmetric","1375281",50
"808",808,34873,129.6,1214.27,892.35,1053.31,923.71,923.71,0.877,42,-26266.1133990566,-26266.1133990566,19026.3092943396,34852,34894,"symmetric","348731",39
"864",864,38770,52.65,74.67,228.54,228.54,175.89,175.89,0.7696,42,-2236.87216358491,-2236.87216358491,4282.27755622642,38758,38800,"asymmetric","387701",37
"1714",1714,82350,232.85,822.4,831.56,826.98,594.13,594.13,0.7184,42,-18714.4533509434,-18714.4533509434,16845.7973943396,82334,82376,"symmetric","823501",66
"2337",2337,113946,391.67,643.76,449.31,546.535,154.86,154.865,0.2833,42,-3204.85546698113,-3204.85546698113,20296.228109434,113916,113958,"symmetric","1139461",59
"1150",1150,52558,107.48,370.58,336.45,353.515,246.03,246.035,0.696,41,-5560.82059584906,-5560.82059584906,9286.78903811321,52543,52584,"symmetric","525581",70
"1158",1158,52771,328.9,385.41,570.67,478.04,149.14,149.14,0.312,41,-4155.10663584906,-4155.10663584906,15922.7139056604,52754,52795,"symmetric","527711",43
"1318",1318,66369,199.32,323,449,386,186.68,186.68,0.4836,41,-6706.46173584906,-6706.46173584906,9505.59773773585,66339,66380,"symmetric","663691",82
"1686",1686,81481,277.66,486.5,1161.16,823.83,546.17,546.17,0.663,41,-15989.9446528302,-15989.9446528302,18610.8338037736,81466,81507,"symmetric","814811",23
"1728",1728,82706,42.51,223.83,85.78,154.805,112.3,112.295,0.7254,41,-2287.30369924528,-2287.30369924528,4214.39008754717,82680,82721,"symmetric","827061",77
"3088",3088,144741,14.17,107.34,19.95,107.34,93.17,93.17,0.868,41,-1041.9598409434,-1041.9598409434,1631.13594792453,144710,144751,"asymmetric","1447411",52
"622",622,27089,155.91,197.73,453.4,453.4,297.49,297.49,0.6561,40,-3583.42383396226,-3583.42383396226,9764.59418490566,27076,27116,"asymmetric","270891",32
"823",823,35544,584.88,1108.42,718.34,913.38,328.5,328.5,0.3597,40,-10609.0464226415,-10609.0464226415,26839.4289113208,35535,35575,"symmetric","355441",31
"844",844,36155,183.38,463.06,303.32,383.19,199.81,199.81,0.5214,40,-5268.47461132075,-5268.47461132075,10442.3597150943,36126,36166,"symmetric","361551",92
"1830",1830,89695,284.06,524.42,516.73,520.575,236.52,236.515,0.4543,40,-6067.48078867925,-6067.48078867925,15276.2380981132,89670,89710,"symmetric","896951",43
"1950",1950,94940,248.41,1142.7,642.63,892.665,644.26,644.255,0.7217,40,-20087.1400245283,-20087.1400245283,16512.1423811321,94928,94968,"symmetric","949401",19
"2732",2732,132044,281.82,380.07,712.12,546.095,264.28,264.275,0.4839,40,-7380.89206981132,-7380.89206981132,15009.0051735849,132022,132062,"symmetric","1320441",43
"2916",2916,137552,94.33,171.17,179.37,175.27,80.94,80.94,0.4618,40,-1829.93550283019,-1829.93550283019,5356.15813018868,137538,137578,"symmetric","1375521",24
"3085",3085,144641,43.24,329.1,160.48,244.79,201.55,201.55,0.8234,40,-4426.68455150943,-4426.68455150943,5609.70571924528,144617,144657,"symmetric","1446411",33
"1719",1719,82445,77.62,544.35,1624.22,1084.285,1006.67,1006.665,0.9284,39,-27866.2951884906,-27866.2951884906,15505.0943586792,82438,82477,"symmetric","824451",41
"1860",1860,91326,85.97,140.46,236.98,188.72,102.75,102.75,0.5445,39,-2851.61443132076,-2851.61443132076,4697.17156867924,91313,91352,"symmetric","913261",123
"606",606,26238,230.93,361.66,488.19,424.925,194,193.995,0.4566,38,-3635.16549622642,-3635.16549622642,12936.9796301887,26222,26260,"symmetric","262381",25
"863",863,38733,21.47,43.34,73.64,58.49,37.02,37.02,0.6329,38,-905.113327075471,-905.113327075471,1375.98239377358,38717,38755,"symmetric","387331",43
"1557",1557,77570,16.07,28.66,22.33,25.495,9.42,9.425,0.3695,38,-287.118900679245,-287.118900679245,707.166647150943,77553,77591,"symmetric","775701",157
"1911",1911,93621,367.14,451.05,508.19,479.62,112.48,112.48,0.2345,38,-2242.66906698113,-2242.66906698113,16462.5901471698,93605,93643,"symmetric","936211",88
"3082",3082,144433,195.98,886.05,609.23,747.64,551.66,551.66,0.7379,38,-15892.0786698113,-15892.0786698113,13265.8913377358,144412,144450,"symmetric","1444331",24
"460",460,16686,91.49,176.96,115.11,146.035,54.55,54.545,0.3735,37,-906.591657735848,-906.591657735848,4642.7771309434,16663,16700,"symmetric","166861",44
"618",618,26881,9.87,16.07,22.39,19.23,9.36,9.36,0.4867,37,-199.469889169811,-199.469889169811,531.188170641509,26875,26912,"symmetric","268811",116
"1688",1688,81543,107.99,472.57,761.57,617.07,509.08,509.08,0.825,37,-13915.7491279245,-13915.7491279245,9532.86656264151,81522,81559,"symmetric","815431",29
"1721",1721,82512,324.63,597.31,516.68,556.995,232.36,232.365,0.4172,37,-7094.65216415094,-7094.65216415094,14071.1896698113,82503,82540,"symmetric","825121",15
"1837",1837,89949,125.22,185.31,233.07,209.19,83.97,83.97,0.4014,37,-1692.07646603773,-1692.07646603773,6257.04243962264,89931,89968,"symmetric","899491",46
"590",590,25441,217,894.08,239.35,894.08,677.08,677.08,0.7573,36,-4405.33924811321,-4405.33924811321,16563.1338679245,25410,25446,"asymmetric","254411",46
"2825",2825,134573,256.8,465.04,778.7,621.87,365.07,365.07,0.5871,36,-10125.9312792453,-10125.9312792453,12883.1366207547,134549,134585,"symmetric","1345731",55
"129",129,4387,353.95,586.57,401.28,493.925,139.98,139.975,0.2834,35,-3121.04745849056,-3121.04745849056,14660.2950622642,4375,4410,"symmetric","43871",24
"509",509,19138,324.57,388.69,406.21,397.45,72.88,72.88,0.1834,35,-1577.64290943396,-1577.64290943396,12730.5806943396,19118,19153,"symmetric","191381",77
"572",572,24772,64.58,130.92,147.28,139.1,74.52,74.52,0.5357,35,-1654.65406188679,-1654.65406188679,3352.98295698113,24751,24786,"symmetric","247721",36
"658",658,28383,202.46,376.03,898.35,637.19,434.73,434.73,0.6823,35,-10668.8292622642,-10668.8292622642,12270.0501,28371,28406,"symmetric","283831",26
"839",839,35870,590.81,993.92,968.46,981.19,390.38,390.38,0.3979,35,-9968.18724339623,-9968.18724339623,25354.6311226415,35858,35893,"symmetric","358701",17
"1436",1436,73376,90.64,127.47,160.71,144.09,53.45,53.45,0.3709,35,-1098.14648603774,-1098.14648603774,4089.24664981132,73368,73403,"symmetric","733761",77
"1773",1773,84523,198.59,536.12,436.41,486.265,287.67,287.675,0.5916,35,-6626.26701509434,-6626.26701509434,10879.2931245283,84512,84547,"symmetric","845231",27
"3009",3009,141709,160.34,309.33,198.02,253.675,93.34,93.335,0.368,35,-1608.71569811321,-1608.71569811321,7523.60026415094,141687,141722,"symmetric","1417091",34
"3019",3019,142237,161.74,205.57,167.64,186.605,24.86,24.865,0.1332,35,-362.456235849058,-362.456235849058,6355.38971886792,142211,142246,"symmetric","1422371",29
"70",70,2357,218.53,761.69,536.45,649.07,430.54,430.54,0.6633,34,-9110.23767169812,-9110.23767169812,13607.240790566,2342,2376,"symmetric","23571",30
"482",482,18079,204.61,271.65,535.98,403.815,199.2,199.205,0.4933,34,-2264.55467264151,-2264.55467264151,11868.9690396226,18075,18109,"symmetric","180791",12
"1300",1300,65612,123.81,147.79,182.94,165.365,41.56,41.555,0.2513,34,-489.047544339623,-489.047544339623,5298.69678113208,65607,65641,"symmetric","656121",90
"1669",1669,81044,185.79,770.12,581.14,675.63,489.84,489.84,0.725,34,-10799.7832018868,-10799.7832018868,12847.2566943396,81026,81060,"symmetric","810441",37
"1839",1839,90016,94.74,158.61,181.06,169.835,75.1,75.095,0.4422,34,-731.580914716981,-731.580914716981,5212.65184471698,89994,90028,"symmetric","900161",28
"2161",2161,104595,50.05,305.34,108.19,206.765,156.71,156.715,0.7579,34,-2607.6800895283,-2607.6800895283,4629.10307603774,104574,104608,"symmetric","1045951",38
"3002",3002,141545,128.22,271.61,349.22,310.415,182.2,182.195,0.587,34,-3802.20256698113,-3802.20256698113,7062.34207924528,141535,141569,"symmetric","1415451",57
"577",577,25056,88.11,97.51,167.61,167.61,79.5,79.5,0.4743,33,-273.710846037736,-273.710846037736,4233.39138679245,25054,25087,"asymmetric","250561",24
"862",862,38690,28.42,36.81,55.89,46.35,17.93,17.93,0.3868,33,-398.159167924528,-398.159167924528,1177.86623433962,38671,38704,"symmetric","386901",202
"1468",1468,74401,132.97,196.55,213.27,204.91,71.94,71.94,0.3511,33,-1896.20385962264,-1896.20385962264,5070.63093283019,74398,74431,"symmetric","744011",6
"2775",2775,133409,22.65,33.09,117.16,117.16,94.51,94.51,0.8067,33,-961.624760943396,-961.624760943396,1592.52352132075,133398,133431,"asymmetric","1334091",75
"2864",2864,135926,250.61,1144.53,1099.14,1121.835,871.22,871.225,0.7766,33,-21139.1851075472,-21139.1851075472,17003.1785264151,135920,135953,"symmetric","1359261",9
"10",10,536,248.43,1913.9,297.2,1913.9,1665.47,1665.47,0.8702,32,-16820.7153113208,-16820.7153113208,19662.298454717,511,543,"asymmetric","5361",49
"75",75,2466,267.62,1539.94,695.28,1117.61,849.99,849.99,0.7605,32,-18749.4037896226,-18749.4037896226,18131.7365150943,2446,2478,"symmetric","24661",42
"204",204,8518,330.15,476.18,338.83,476.18,146.03,146.03,0.3067,32,-588.91086509434,-588.91086509434,12858.7809396226,8490,8522,"asymmetric","85181",92
"639",639,27575,268.27,894.96,366.95,894.96,626.69,626.69,0.7002,32,-5350.07203301887,-5350.07203301887,15471.5974132075,27554,27586,"asymmetric","275751",31
"984",984,46209,164.02,352.97,234.91,293.94,129.92,129.92,0.442,32,-2161.23794150943,-2161.23794150943,7538.8072754717,46190,46222,"symmetric","462091",53
"1198",1198,55133,233.31,374.12,264.94,319.53,86.22,86.22,0.2698,32,-1814.47839339623,-1814.47839339623,8730.00366792453,55118,55150,"symmetric","551331",22
"1444",1444,73634,205.04,412.12,294.19,353.155,148.11,148.115,0.4194,32,-2735.39575188679,-2735.39575188679,8918.66037735849,73617,73649,"symmetric","736341",43
"620",620,27011,50.62,63.37,113.15,88.26,37.64,37.64,0.4265,31,-566.639972830189,-566.639972830189,2257.74293433962,26999,27030,"symmetric","270111",73
"866",866,38824,79.73,231.79,195.62,213.705,133.97,133.975,0.6269,31,-3159.44071641509,-3159.44071641509,3679.1108609434,38801,38832,"symmetric","388241",54
"1367",1367,69981,50.38,67.28,134.72,101,50.62,50.62,0.5012,31,-682.804852641509,-682.804852641509,2549.18662811321,69978,70009,"symmetric","699811",69
"1836",1836,89903,90.88,125.34,185.2,155.27,64.39,64.39,0.4147,31,-858.670208490566,-858.670208490566,4110.06989716981,89896,89927,"symmetric","899031",11
"1926",1926,94332,86.95,104.43,295.94,295.94,208.99,208.99,0.7062,31,-307.33401735849,-307.33401735849,6098.44245962264,94327,94358,"asymmetric","943321",85
"2236",2236,108882,578.25,691.06,1164.61,927.835,349.58,349.585,0.3768,31,-7929.51235471698,-7929.51235471698,21761.2113283019,108855,108886,"symmetric","1088821",496
"2373",2373,115659,388.17,688.17,547.53,617.85,229.68,229.68,0.3717,31,-4963.54545849056,-4963.54545849056,14807.5871603774,115648,115679,"symmetric","1156591",57
"2929",2929,138121,323.01,476.57,500.47,488.52,165.51,165.51,0.3388,31,-2521.25714716981,-2521.25714716981,13111.4382792453,138111,138142,"symmetric","1381211",42
"212",212,8687,99.4,223.43,136.27,179.85,80.45,80.45,0.4473,30,-1768.02730471698,-1768.02730471698,3807.40446509434,8671,8701,"symmetric","86871",33
"296",296,11622,77.26,479.49,81.72,479.49,402.23,402.23,0.8389,30,-3696.68821754717,-3696.68821754717,5002.03200396226,11598,11628,"asymmetric","116221",33
"332",332,13329,469.2,1340.68,883.2,1111.94,642.74,642.74,0.578,30,-15880.8110603774,-15880.8110603774,18589.3330924528,13325,13355,"symmetric","133291",18
"562",562,24532,338.32,555.02,444.19,499.605,161.29,161.285,0.3228,30,-2323.75565377358,-2323.75565377358,13164.0336509434,24514,24544,"symmetric","245321",39
"732",732,31752,287.82,780.32,1420.08,1100.2,812.38,812.38,0.7384,30,-17717.5217971698,-17717.5217971698,16388.728709434,31737,31767,"symmetric","317521",86
"1834",1834,89874,125.85,318.23,170.3,244.265,118.42,118.415,0.4848,30,-1543.69250660377,-1543.69250660377,6028.44777169811,89853,89883,"symmetric","898741",76
"1923",1923,94155,95.75,422.93,175.45,299.19,203.44,203.44,0.68,30,-622.672101509434,-622.672101509434,8652.30361641509,94128,94158,"symmetric","941551",102
"239",239,9664,135.82,250.54,151.9,250.54,114.72,114.72,0.4579,29,-856.500333962264,-856.500333962264,5180.1561,9640,9669,"asymmetric","96641",72
"630",630,27319,161.51,517.23,295.64,406.435,244.93,244.925,0.6026,29,-4690.31243773585,-4690.31243773585,7502.6695245283,27306,27335,"symmetric","273191",23
"912",912,41449,467.02,791.2,1288.8,1040,572.98,572.98,0.5509,29,-11878.5856924528,-11878.5856924528,19321.4344584906,41435,41464,"symmetric","414491",201
"1431",1431,72982,343.43,431.19,364.96,398.075,54.64,54.645,0.1373,29,-1042.58129433962,-1042.58129433962,10899.6921679245,72973,73002,"symmetric","729821",66
"1615",1615,79338,319.68,631.33,824.27,727.8,408.12,408.12,0.5608,29,-7446.01802264151,-7446.01802264151,14388.0001471698,79323,79352,"symmetric","793381",34
"1817",1817,89269,39.52,60.37,88.43,74.4,34.88,34.88,0.4688,29,-447.486515660378,-447.486515660378,1784.54268339623,89260,89289,"symmetric","892691",81
"1858",1858,91124,50.41,283.07,54.22,283.07,232.66,232.66,0.8219,29,-1857.51506037736,-1857.51506037736,3201.8385990566,91100,91129,"asymmetric","911241",34
"2110",2110,102600,96.06,294.46,177.19,235.825,139.76,139.765,0.5926,29,-2856.04423471698,-2856.04423471698,4218.71966150943,102587,102616,"symmetric","1026001",36
"2380",2380,115973,62.14,94.95,78.63,86.79,24.65,24.65,0.284,29,-327.090365660377,-327.090365660377,2276.51711264151,115953,115982,"symmetric","1159731",33
"2410",2410,117423,170.19,461.73,350.91,406.32,236.13,236.13,0.5811,29,-4343.13477169811,-4343.13477169811,7846.4362754717,117408,117437,"symmetric","1174231",24
"2502",2502,121560,200.76,520.86,605.2,563.03,362.27,362.27,0.6434,29,-5454.15974150943,-5454.15974150943,11436.6953716981,121546,121575,"symmetric","1215601",21
"2824",2824,134518,127.97,455.99,250.67,353.33,225.36,225.36,0.6378,29,-3096.32804150943,-3096.32804150943,7503.61214716981,134499,134528,"symmetric","1345181",29
"2928",2928,138079,262.99,850.98,478.68,664.83,401.84,401.84,0.6044,29,-8518.87081698113,-8518.87081698113,11426.0620415094,138074,138103,"symmetric","1380791",12
"3083",3083,144476,167.78,631.01,189.26,631.01,463.23,463.23,0.7341,29,-4555.56958301887,-4555.56958301887,7748.46770943396,144454,144483,"asymmetric","1444761",43
"12",12,586,71.84,266.66,166.08,216.37,144.53,144.53,0.668,28,-2273.37910641509,-2273.37910641509,4001.24211622641,569,597,"symmetric","5861",26
"201",201,8343,442.56,457.13,550.96,504.045,61.49,61.485,0.122,28,-1055.13107264151,-1055.13107264151,13562.2322830189,8341,8369,"symmetric","83431",55
"308",308,12387,265.09,1088.85,804.64,946.745,681.66,681.655,0.72,28,-14084.3976198113,-14084.3976198113,13371.2430283019,12375,12403,"symmetric","123871",24
"1585",1585,78214,299.95,892.04,770.11,831.075,531.12,531.125,0.6391,28,-9499.40073679245,-9499.40073679245,14601.771390566,78199,78227,"symmetric","782141",33
"1595",1595,78771,103.15,154.73,141.41,148.07,44.92,44.92,0.3034,28,-895.603007547169,-895.603007547169,3398.44852358491,78755,78783,"symmetric","787711",61
"2354",2354,114733,551.59,854.33,1379.31,1116.82,565.23,565.23,0.5061,28,-11406.5601537736,-11406.5601537736,20981.2772716981,114725,114753,"symmetric","1147331",12
"2509",2509,121732,202.23,683.51,495.31,589.41,387.18,387.18,0.6569,28,-6882.28700943396,-6882.28700943396,10210.5493132075,121723,121751,"symmetric","1217321",22
"2627",2627,125632,421.29,738.89,526.87,632.88,211.59,211.59,0.3343,28,-3137.75767358491,-3137.75767358491,15215.8706660377,125619,125647,"symmetric","1256321",34
"96",96,3378,401.76,2015.49,1648.93,1832.21,1430.45,1430.45,0.7807,27,-30803.7595415094,-30803.7595415094,20498.1864962264,3362,3389,"symmetric","33781",37
"318",318,12681,108.55,282.97,149.26,216.115,107.57,107.565,0.4977,27,-2089.74784754717,-2089.74784754717,3961.59590716981,12660,12687,"symmetric","126811",26
"403",403,15437,299.37,1714.52,953.49,1334.005,1034.64,1034.635,0.7756,27,-23527.0870641509,-23527.0870641509,13825.0704226415,15420,15447,"symmetric","154371",36
"918",918,41688,329.56,599.45,430.94,515.195,185.64,185.635,0.3603,27,-3535.05374150943,-3535.05374150943,10890.365790566,41669,41696,"symmetric","416881",72
"1683",1683,81431,108.2,400.78,685.91,543.345,435.15,435.145,0.8009,27,-5728.25958283019,-5728.25958283019,9485.35841716981,81427,81454,"symmetric","814311",27
"1915",1915,93911,483.88,595.63,660.24,627.935,144.05,144.055,0.2294,27,-3072.12046981132,-3072.12046981132,14510.0868962264,93896,93923,"symmetric","939111",62
"2019",2019,97507,668.11,714.8,857.77,786.285,118.17,118.175,0.1503,27,-387.254818867925,-387.254818867925,21628.7981660377,97503,97530,"symmetric","975071",208
"2398",2398,117023,73.93,77.46,95.14,86.3,12.37,12.37,0.1433,27,-185.747702264151,-185.747702264151,2230.56202415094,117007,117034,"symmetric","1170231",154
"2452",2452,119744,186.37,249.92,424.08,337,150.63,150.63,0.447,27,-2877.09505471698,-2877.09505471698,6558.86878301887,119730,119757,"symmetric","1197441",33
"2612",2612,125044,272.17,857.02,470.24,663.63,391.46,391.46,0.5899,27,-6952.92130188679,-6952.92130188679,11628.6752716981,125033,125060,"symmetric","1250441",17
"2903",2903,137293,241.88,955.39,663.14,809.265,567.38,567.385,0.7011,27,-10615.5996113208,-10615.5996113208,12043.7209358491,137283,137310,"symmetric","1372931",34
"2908",2908,137368,266.67,453.44,650.13,551.785,285.11,285.115,0.5167,27,-3609.95634339623,-3609.95634339623,11840.0359924528,137358,137385,"symmetric","1373681",24
"114",114,3977,162.15,198.24,286.29,242.265,80.12,80.115,0.3307,26,-925.330508490566,-925.330508490566,5615.7831509434,3969,3995,"symmetric","39771",129
"117",117,4117,293.18,392.87,670.84,531.855,238.68,238.675,0.4488,26,-2839.47115754717,-2839.47115754717,11520.5008245283,4110,4136,"symmetric","41171",52
"236",236,9508,383.05,529.39,644.02,586.705,203.65,203.655,0.3471,26,-2558.09092924528,-2558.09092924528,13282.9257056604,9497,9523,"symmetric","95081",17
"594",594,25535,409.62,507.3,585.09,546.195,136.58,136.575,0.2501,26,-1921.02851037736,-1921.02851037736,12826.1905641509,25526,25552,"symmetric","255351",34
"635",635,27488,502.43,601.94,910.39,756.165,253.73,253.735,0.3355,26,-4962.39969056604,-4962.39969056604,15454.1320301887,27477,27503,"symmetric","274881",48
"742",742,31948,155.33,216.67,225.08,220.875,65.54,65.545,0.2967,26,-1376.58453113208,-1376.58453113208,4587.10060754717,31944,31970,"symmetric","319481",25
"1084",1084,50028,214.79,273.4,462.68,368.04,153.25,153.25,0.4164,26,-1743.00352641509,-1743.00352641509,8194.19354150943,50024,50050,"symmetric","500281",15
"1639",1639,80176,454.07,906.75,595.82,751.285,297.22,297.215,0.3956,26,-3793.09657075471,-3793.09657075471,16491.6670245283,80163,80189,"symmetric","801761",19
"2160",2160,104557,255.63,500.35,314.87,407.61,151.98,151.98,0.3729,26,-2530.04748962264,-2530.04748962264,8475.33104150943,104546,104572,"symmetric","1045571",63
"2304",2304,112695,271.98,362.37,321.21,341.79,69.81,69.81,0.2042,26,-1410.27098773585,-1410.27098773585,7817.99260754717,112688,112714,"symmetric","1126951",51
